Primary Type,Description,Location,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,411,4,8,43,6,1188123,1855151,2022,11-12-2022 15:46,41.75761443,-87.58611527,"(41.757614433, -87.586115266)"
THEFT,OVER $500,STREET,FALSE,FALSE,913,9,11,60,6,1168649,1885218,2022,11-12-2022 15:46,41.84056367,-87.65661718,"(41.840563672, -87.656617181)"
THEFT,OVER $500,RESIDENCE - GARAGE,FALSE,FALSE,1913,19,46,3,6,1167044,1931533,2022,11-12-2022 15:46,41.96768961,-87.66117518,"(41.967689614, -87.661175176)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2223,22,34,73,6,1173024,1840367,2022,11-12-2022 15:46,41.71739172,-87.64188611,"(41.717391716, -87.641886112)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,614,6,21,71,6,1166756,1850831,2022,11-12-2022 15:46,41.74624234,-87.66454541,"(41.746242343, -87.664545411)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2212,22,19,72,6,1165114,1834067,2022,11-12-2022 15:46,41.70027416,-87.67103467,"(41.700274156, -87.671034669)"
THEFT,OVER $500,STREET,FALSE,FALSE,933,9,20,61,6,1166660,1872895,2022,11-12-2022 15:46,41.80679083,-87.66426817,"(41.806790834, -87.664268171)"
THEFT,OVER $500,STREET,FALSE,FALSE,1224,12,28,28,6,1166116,1899174,2022,11-12-2022 15:46,41.87891457,-87.66551394,"(41.878914566, -87.665513942)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1924,19,44,6,6,1170028,1922779,2022,11-12-2022 15:46,41.94360358,-87.65045984,"(41.943603575, -87.650459838)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1214,12,42,28,6,1171313,1902089,2022,11-12-2022 15:46,41.88680097,-87.64634597,"(41.886800968, -87.646345969)"
THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1924,19,44,6,6,1166716,1922358,2022,11-12-2022 15:46,41.94252009,-87.66264522,"(41.942520089, -87.662645217)"
THEFT,OVER $500,STREET,FALSE,FALSE,824,8,14,63,6,1156696,1866345,2022,11-12-2022 15:46,41.78902377,-87.70098983,"(41.789023773, -87.700989831)"
THEFT,OVER $500,STREET,FALSE,FALSE,1932,19,43,7,6,1170130,1916157,2022,11-12-2022 15:46,41.92543028,-87.65027886,"(41.925430283, -87.650278855)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),TRUE,FALSE,1831,18,42,8,6,1175704,1903008,2022,11-12-2022 15:46,41.88922516,-87.63019356,"(41.88922516, -87.630193562)"
THEFT,OVER $500,STREET,FALSE,FALSE,1421,14,1,24,6,1156103,1911456,2022,11-12-2022 15:46,41.91282541,-87.701948,"(41.91282541, -87.701947996)"
THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,1821,18,2,8,6,1173358,1910800,2022,11-12-2022 15:46,41.91065926,-87.6385772,"(41.910659259, -87.638577202)"
THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,124,1,11,28,6,1172551,1893526,2022,11-12-2022 15:46,41.86327623,-87.642053,"(41.863276227, -87.642053002)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,224,2,3,38,6,1178437,1872225,2022,11-12-2022 15:46,41.80469259,-87.62109457,"(41.804692592, -87.62109457)"
THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1831,18,42,8,6,1174477,1904439,2022,11-12-2022 15:46,41.89317941,-87.63465676,"(41.893179406, -87.634656764)"
THEFT,OVER $500,STREET,FALSE,FALSE,511,5,8,50,6,1184168,1838031,2022,11-12-2022 15:46,41.7107286,-87.6011434,"(41.710728603, -87.601143404)"
THEFT,OVER $500,STREET,FALSE,FALSE,633,6,9,44,6,1180823,1845738,2022,11-12-2022 15:46,41.73195497,-87.61315725,"(41.731954973, -87.613157252)"
THEFT,OVER $500,POLICE FACILITY / VEHICLE PARKING LOT,FALSE,FALSE,1134,11,24,27,6,1155457,1897193,2022,11-12-2022 15:46,41.87369942,-87.70470516,"(41.873699424, -87.704705156)"
THEFT,OVER $500,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,1123,11,28,27,6,1152411,1899139,2022,11-12-2022 15:46,41.87910013,-87.71583725,"(41.87910013, -87.715837251)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,733,7,6,68,6,1171449,1857762,2022,11-12-2022 15:46,41.76516052,-87.64714666,"(41.765160516, -87.647146658)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1021,10,24,29,6,1153039,1893064,2022,11-12-2022 15:46,41.86241724,-87.71369235,"(41.862417243, -87.713692354)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1232,12,27,28,6,1171258,1898633,2022,11-12-2022 15:46,41.87731868,-87.64664949,"(41.877318679, -87.646649491)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,621,6,17,44,6,1174008,1852309,2022,11-12-2022 15:46,41.75014042,-87.63792875,"(41.750140416, -87.637928748)"
THEFT,OVER $500,GROCERY FOOD STORE,FALSE,FALSE,1224,12,42,28,6,1171049,1900319,2022,11-12-2022 15:46,41.88194977,-87.6473674,"(41.881949766, -87.647367397)"
THEFT,OVER $500,RESIDENCE,FALSE,TRUE,1132,11,24,26,6,1150157,1896406,2022,11-12-2022 15:46,41.87164467,-87.72418482,"(41.871644673, -87.724184824)"
THEFT,OVER $500,STREET,FALSE,FALSE,2515,25,30,19,6,1139305,1915696,2022,11-12-2022 15:46,41.92478319,-87.763557,"(41.924783189, -87.763556998)"
THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1115,11,28,26,6,1148895,1899693,2022,11-12-2022 15:46,41.88068906,-87.72873316,"(41.88068906, -87.728733158)"
THEFT,OVER $500,STREET,FALSE,FALSE,321,3,20,42,6,1184015,1861804,2022,11-12-2022 15:46,41.77596783,-87.60096276,"(41.775967827, -87.600962756)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,621,6,17,71,6,1172662,1852812,2022,11-12-2022 15:46,41.75155046,-87.64284629,"(41.75155046, -87.642846285)"
THEFT,OVER $500,STREET,FALSE,FALSE,1622,16,45,15,6,1136810,1931134,2022,11-12-2022 15:46,41.96719177,-87.77235361,"(41.967191771, -87.772353613)"
THEFT,OVER $500,RESIDENCE,FALSE,TRUE,713,7,16,67,6,1168031,1864676,2022,11-12-2022 15:46,41.78420755,-87.65947609,"(41.784207546, -87.659476085)"
THEFT,OVER $500,MEDICAL / DENTAL OFFICE,FALSE,FALSE,1221,12,1,24,6,1161919,1904980,2022,11-12-2022 15:46,41.8949353,-87.6807624,"(41.8949353, -87.680762401)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1231,12,27,28,6,1164057,1897402,2022,11-12-2022 15:46,41.87409576,-87.67312424,"(41.874095762, -87.673124235)"
THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,1813,18,2,7,6,1170183,1911054,2022,11-12-2022 15:46,41.91142623,-87.65023347,"(41.911426227, -87.650233466)"
THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,211,2,3,35,6,1178115,1884248,2022,11-12-2022 15:46,41.83769201,-87.62191041,"(41.837692008, -87.621910411)"
THEFT,OVER $500,STREET,FALSE,FALSE,2511,25,36,19,6,1132904,1918925,2022,11-12-2022 15:46,41.93375825,-87.78700192,"(41.933758249, -87.78700192)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,414,4,8,46,6,1189358,1852754,2022,11-12-2022 15:46,41.75100733,-87.58166597,"(41.751007325, -87.581665974)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1214,12,27,24,6,1171627,1903300,2022,11-12-2022 15:46,41.89011713,-87.64515722,"(41.890117125, -87.645157222)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1214,12,42,28,6,1171313,1902089,2022,11-12-2022 15:46,41.88680097,-87.64634597,"(41.886800968, -87.646345969)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1214,12,27,28,6,1170348,1902579,2022,11-12-2022 15:46,41.88816671,-87.64987535,"(41.888166706, -87.649875348)"
THEFT,OVER $500,STREET,FALSE,FALSE,1925,19,44,6,6,1172555,1922712,2022,11-12-2022 15:46,41.94336411,-87.64117386,"(41.943364107, -87.641173856)"
THEFT,OVER $500,STREET,FALSE,FALSE,1431,14,1,22,6,1158750,1913990,2022,11-12-2022 15:46,41.91972502,-87.69215394,"(41.919725017, -87.692153943)"
THEFT,OVER $500,STREET,FALSE,TRUE,1231,12,27,28,6,1163181,1896306,2022,11-12-2022 15:46,41.87110669,-87.6763713,"(41.871106686, -87.676371296)"
THEFT,OVER $500,STREET,FALSE,FALSE,711,7,16,68,6,1173120,1864442,2022,11-12-2022 15:46,41.78345447,-87.6408248,"(41.783454466, -87.640824802)"
THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,431,4,10,51,6,1194083,1842072,2022,11-12-2022 15:46,41.72158041,-87.56470116,"(41.721580406, -87.564701157)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1214,12,27,28,6,1171005,1901824,2022,11-12-2022 15:46,41.88608055,-87.6474848,"(41.886080551, -87.647484796)"
THEFT,OVER $500,STREET,FALSE,FALSE,2413,24,40,2,6,1162983,1941213,2022,11-12-2022 15:46,41.99433834,-87.67583385,"(41.994338339, -87.675833847)"
THEFT,OVER $500,STREET,FALSE,FALSE,213,2,3,38,6,1177842,1877688,2022,11-12-2022 15:46,41.81969705,-87.62311116,"(41.819697049, -87.623111162)"
THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1821,18,27,8,6,1174425,1910481,2022,11-12-2022 15:46,41.90976013,-87.63466702,"(41.909760125, -87.63466702)"
THEFT,OVER $500,SIDEWALK,FALSE,TRUE,634,6,21,49,6,1175803,1846804,2022,11-12-2022 15:46,41.73499401,-87.63151562,"(41.734994007, -87.631515621)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1034,10,25,31,6,1160857,1884692,2022,11-12-2022 15:46,41.83928518,-87.68522539,"(41.83928518, -87.685225392)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,323,3,6,69,6,1178620,1855321,2022,11-12-2022 15:46,41.75830216,-87.62093704,"(41.758302155, -87.62093704)"
THEFT,OVER $500,STREET,FALSE,FALSE,433,4,10,55,6,1198440,1817039,2022,11-12-2022 15:46,41.65277947,-87.5495768,"(41.652779474, -87.549576796)"
THEFT,OVER $500,STREET,FALSE,FALSE,1614,16,38,76,6,1118291,1928613,2022,11-12-2022 15:46,41.96058637,-87.84050071,"(41.96058637, -87.840500705)"
THEFT,OVER $500,STREET,FALSE,FALSE,1832,18,2,8,6,1175778,1906279,2022,11-12-2022 15:46,41.89819929,-87.62982331,"(41.89819929, -87.629823313)"
THEFT,OVER $500,STREET,FALSE,FALSE,1131,11,28,26,6,1146451,1897841,2022,11-12-2022 15:46,41.87565385,-87.7377546,"(41.875653849, -87.737754597)"
THEFT,OVER $500,HOTEL / MOTEL,FALSE,TRUE,411,4,8,45,6,1188340,1851428,2022,11-12-2022 15:46,41.747393,-87.58543861,"(41.747393001, -87.585438607)"
THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1814,18,43,7,6,1173614,1914464,2022,11-12-2022 15:46,41.92070775,-87.63752756,"(41.92070775, -87.637527558)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,331,3,5,43,6,1192076,1859398,2022,11-12-2022 15:46,41.7691734,-87.57149044,"(41.769173403, -87.571490436)"
THEFT,OVER $500,STREET,FALSE,FALSE,1222,12,27,28,6,1159441,1900267,2022,11-12-2022 15:46,41.88205377,-87.68999321,"(41.882053769, -87.689993211)"
THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1224,12,27,28,6,1169948,1901222,2022,11-12-2022 15:46,41.88445174,-87.65138388,"(41.884451738, -87.651383878)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2433,24,48,77,6,1166819,1941578,2022,11-12-2022 15:46,41.99525822,-87.66171287,"(41.995258219, -87.661712871)"
THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,2422,24,49,1,6,1164177,1950345,2022,11-12-2022 15:46,42.0193715,-87.67118199,"(42.019371503, -87.671181992)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1414,14,32,22,6,1155827,1914935,2022,11-12-2022 15:46,41.92237764,-87.702868,"(41.922377641, -87.702867998)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,533,5,9,54,6,1180696,1818181,2022,11-12-2022 15:46,41.65633767,-87.61446503,"(41.65633767, -87.614465032)"
THEFT,OVER $500,STREET,FALSE,FALSE,111,1,42,32,6,1176327,1901797,2022,11-12-2022 15:46,41.88588808,-87.62794224,"(41.885888079, -87.627942238)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,2514,25,31,19,6,1138772,1918727,2022,11-12-2022 15:46,41.93311028,-87.76544174,"(41.93311028, -87.76544174)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,612,6,17,71,6,1168325,1854015,2022,11-12-2022 15:46,41.75494607,-87.65870476,"(41.754946068, -87.65870476)"
THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,322,3,6,69,6,1180117,1859089,2022,11-12-2022 15:46,41.7686078,-87.61533545,"(41.768607797, -87.615335449)"
THEFT,OVER $500,STREET,FALSE,FALSE,2223,22,21,73,6,1174329,1841062,2022,11-12-2022 15:46,41.71927003,-87.63708587,"(41.719270034, -87.637085872)"
THEFT,OVER $500,STREET,FALSE,FALSE,323,3,5,69,6,1182792,1858000,2022,11-12-2022 15:46,41.76555778,-87.60556412,"(41.765557778, -87.605564121)"
THEFT,OVER $500,CTA PLATFORM,FALSE,FALSE,915,9,11,34,6,1175739,1881773,2022,11-12-2022 15:46,41.83095408,-87.63070323,"(41.830954079, -87.630703226)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,1133,11,24,27,6,1151391,1895988,2022,11-12-2022 15:46,41.87047351,-87.71966526,"(41.870473514, -87.719665258)"
THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,914,9,25,34,6,1174578,1888873,2022,11-12-2022 15:46,41.85046303,-87.63475109,"(41.850463028, -87.634751092)"
THEFT,OVER $500,CHA PARKING LOT / GROUNDS,FALSE,FALSE,332,3,5,43,6,1188478,1860889,2022,11-12-2022 15:46,41.77335153,-87.58463122,"(41.77335153, -87.584631215)"
THEFT,OVER $500,RESIDENCE - GARAGE,FALSE,FALSE,123,1,25,32,6,1174826,1897096,2022,11-12-2022 15:46,41.87302197,-87.63359492,"(41.873021973, -87.633594919)"
THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,813,8,13,56,6,1145929,1866171,2022,11-12-2022 15:46,41.78875682,-87.74047372,"(41.788756815, -87.740473716)"
THEFT,OVER $500,GAS STATION,FALSE,FALSE,2223,22,34,73,6,1172709,1839741,2022,11-12-2022 15:46,41.71568082,-87.64305821,"(41.715680818, -87.643058205)"
THEFT,OVER $500,STREET,FALSE,FALSE,1214,12,27,24,6,1168525,1903232,2022,11-12-2022 15:46,41.88999823,-87.65655108,"(41.889998232, -87.656551077)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,1922,19,32,5,6,1162733,1922586,2022,11-12-2022 15:46,41.94323032,-87.67727813,"(41.943230316, -87.677278132)"
THEFT,OVER $500,STREET,FALSE,FALSE,2534,25,26,23,6,1148674,1909005,2022,11-12-2022 15:46,41.90624645,-87.72930394,"(41.906246451, -87.729303943)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1214,12,27,28,6,1171006,1901752,2022,11-12-2022 15:46,41.88588296,-87.64748324,"(41.885882957, -87.647483237)"
THEFT,OVER $500,STREET,FALSE,FALSE,1024,10,22,30,6,1154608,1889182,2022,11-12-2022 15:46,41.85173338,-87.70803651,"(41.851733376, -87.70803651)"
THEFT,OVER $500,GAS STATION,FALSE,FALSE,814,8,23,56,6,1140622,1867924,2022,11-12-2022 15:46,41.79366612,-87.75989009,"(41.79366612, -87.759890089)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,612,6,17,71,6,1170694,1852124,2022,11-12-2022 15:46,41.74970561,-87.65007808,"(41.749705611, -87.650078081)"
THEFT,OVER $500,STREET,FALSE,FALSE,831,8,17,66,6,1159852,1860486,2022,11-12-2022 15:46,41.77288158,-87.6895786,"(41.772881578, -87.689578602)"
THEFT,OVER $500,STREET,FALSE,FALSE,922,9,15,58,6,1159776,1875152,2022,11-12-2022 15:46,41.81312861,-87.68945454,"(41.813128609, -87.68945454)"
THEFT,OVER $500,STREET,FALSE,FALSE,421,4,7,43,6,1197668,1853513,2022,11-12-2022 15:46,41.75288682,-87.55118939,"(41.75288682, -87.551189387)"
THEFT,OVER $500,GROCERY FOOD STORE,FALSE,FALSE,1824,18,2,8,6,1175711,1908536,2022,11-12-2022 15:46,41.90439412,-87.63000143,"(41.904394115, -87.630001432)"
THEFT,OVER $500,APARTMENT,FALSE,TRUE,224,2,3,38,6,1178010,1871663,2022,11-12-2022 15:46,41.80316011,-87.62267765,"(41.803160112, -87.622677645)"
THEFT,OVER $500,STREET,FALSE,FALSE,825,8,16,66,6,1160075,1864533,2022,11-12-2022 15:46,41.78398253,-87.68864992,"(41.783982532, -87.688649917)"
THEFT,OVER $500,STREET,FALSE,FALSE,511,5,9,49,6,1181719,1837149,2022,11-12-2022 15:46,41.70836508,-87.61013918,"(41.708365077, -87.610139182)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1031,10,22,56,6,1145015,1878166,2022,11-12-2022 15:46,41.82169021,-87.74352327,"(41.821690214, -87.743523266)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,2532,25,37,25,6,1141219,1912041,2022,11-12-2022 15:46,41.91471836,-87.75661434,"(41.914718362, -87.756614335)"
THEFT,OVER $500,STREET,FALSE,FALSE,1235,12,25,31,6,1170565,1891607,2022,11-12-2022 15:46,41.85805399,-87.64939951,"(41.858053989, -87.64939951)"
THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2533,25,37,23,6,1145953,1910249,2022,11-12-2022 15:46,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
THEFT,OVER $500,AIRCRAFT,FALSE,FALSE,813,8,23,56,6,1145654,1866253,2022,11-12-2022 15:46,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
THEFT,OVER $500,STREET,FALSE,FALSE,332,3,5,43,6,1190742,1859375,2022,11-12-2022 15:46,41.76914261,-87.57638091,"(41.769142611, -87.576380906)"
THEFT,OVER $500,OTHER (SPECIFY),FALSE,FALSE,1433,14,2,24,6,1166645,1908100,2022,11-12-2022 15:46,41.90339685,-87.66331564,"(41.903396846, -87.663315635)"
THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,813,8,23,56,6,1145654,1866253,2022,11-12-2022 15:46,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1624,16,38,15,6,1136815,1926002,2022,11-12-2022 15:46,41.95310898,-87.77245874,"(41.953108982, -87.77245874)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1135,11,28,29,6,1158071,1894595,2022,11-12-2022 15:46,41.86651732,-87.6951787,"(41.866517317, -87.695178701)"
THEFT,OVER $500,RESIDENCE,TRUE,FALSE,1634,16,31,15,6,1143427,1923495,2022,11-12-2022 15:46,41.94610824,-87.74821517,"(41.946108235, -87.748215165)"
THEFT,OVER $500,STREET,FALSE,FALSE,1424,14,1,24,6,1164387,1909135,2022,11-12-2022 15:46,41.90628505,-87.67158041,"(41.906285054, -87.671580405)"
THEFT,OVER $500,OTHER (SPECIFY),FALSE,FALSE,734,7,17,67,6,1167649,1856329,2022,11-12-2022 15:46,41.76131052,-87.66111585,"(41.761310516, -87.661115848)"
THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2234,22,34,75,6,1167518,1826850,2022,11-12-2022 15:46,41.68041843,-87.66243795,"(41.680418426, -87.662437948)"
THEFT,OVER $500,RESIDENCE,FALSE,TRUE,1433,14,2,24,6,1165840,1909103,2022,11-12-2022 15:46,41.90616636,-87.66624391,"(41.906166361, -87.666243913)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1233,12,28,28,6,1165916,1894587,2022,11-12-2022 15:46,41.86633173,-87.66637917,"(41.866331725, -87.666379171)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,824,8,16,66,6,1160722,1865196,2022,11-12-2022 15:46,41.78578856,-87.68625947,"(41.785788558, -87.686259467)"
THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1924,19,44,6,6,1169035,1921790,2022,11-12-2022 15:46,41.94091137,-87.65413841,"(41.940911366, -87.654138412)"
THEFT,OVER $500,STREET,FALSE,FALSE,222,2,4,39,6,1183070,1875715,2022,11-12-2022 15:46,41.81416281,-87.60399435,"(41.814162811, -87.603994347)"
THEFT,OVER $500,RESIDENCE - GARAGE,FALSE,FALSE,1931,19,32,7,6,1164552,1917618,2022,11-12-2022 15:46,41.92955945,-87.67073354,"(41.929559454, -87.67073354)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,822,8,23,62,6,1152018,1866330,2022,11-12-2022 15:46,41.78907575,-87.71814305,"(41.789075746, -87.71814305)"
THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1834,18,42,8,6,1178046,1905133,2022,11-12-2022 15:46,41.89500328,-87.62152816,"(41.895003278, -87.62152816)"
THEFT,OVER $500,STREET,FALSE,FALSE,1224,12,27,28,6,1166567,1901188,2022,11-12-2022 15:46,41.8844315,-87.66380027,"(41.884431496, -87.663800268)"
THEFT,OVER $500,STREET,FALSE,FALSE,413,4,7,48,6,1191768,1844784,2022,11-12-2022 15:46,41.72907881,-87.5730927,"(41.729078806, -87.573092704)"
THEFT,OVER $500,STREET,FALSE,FALSE,1125,11,27,28,6,1160182,1898627,2022,11-12-2022 15:46,41.87753819,-87.68731759,"(41.877538185, -87.687317591)"
THEFT,OVER $500,STREET,FALSE,FALSE,1622,16,38,15,6,1133859,1929730,2022,11-12-2022 15:46,41.96339156,-87.78323742,"(41.963391564, -87.783237417)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1832,18,42,8,6,1174630,1904265,2022,11-12-2022 15:46,41.89269852,-87.63410007,"(41.89269852, -87.634100065)"
THEFT,OVER $500,STREET,FALSE,FALSE,1632,16,29,17,6,1127739,1921104,2022,11-12-2022 15:46,41.93982644,-87.80593421,"(41.939826439, -87.805934213)"
THEFT,OVER $500,RESTAURANT,FALSE,FALSE,1924,19,44,6,6,1168657,1923609,2022,11-12-2022 15:46,41.94591099,-87.65547482,"(41.945910991, -87.655474824)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1823,18,27,8,6,1173866,1905967,2022,11-12-2022 15:46,41.89738595,-87.63685517,"(41.897385953, -87.636855165)"
THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1824,18,2,8,6,1175906,1908369,2022,10-11-2022 16:45,41.90393147,-87.62929019,"(41.903931469, -87.629290187)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,235,2,5,41,6,1184744,1867813,2022,11-12-2022 15:46,41.79243997,-87.59810198,"(41.792439969, -87.598101975)"
THEFT,OVER $500,STREET,FALSE,FALSE,331,3,5,43,6,1191721,1860139,2022,11-12-2022 15:46,41.77121539,-87.57276766,"(41.771215385, -87.572767656)"
THEFT,OVER $500,STREET,FALSE,FALSE,1222,12,27,27,6,1157022,1901251,2022,11-12-2022 15:46,41.88480338,-87.69884907,"(41.884803377, -87.698849071)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2523,25,30,21,6,1149480,1918324,2022,11-12-2022 15:46,41.93180304,-87.72610078,"(41.931803039, -87.726100784)"
THEFT,OVER $500,STREET,FALSE,FALSE,713,7,16,67,6,1169008,1865291,2022,11-12-2022 15:46,41.78587411,-87.65587626,"(41.785874112, -87.65587626)"
THEFT,OVER $500,STREET,FALSE,FALSE,1235,12,25,31,6,1168657,1891325,2022,11-12-2022 15:46,41.85732165,-87.65641117,"(41.85732165, -87.656411172)"
THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,123,1,4,32,6,1177126,1895753,2022,11-12-2022 15:46,41.86928494,-87.6251913,"(41.869284939, -87.625191299)"
THEFT,OVER $500,DEPARTMENT STORE,FALSE,FALSE,513,5,9,50,6,1185440,1832668,2022,11-12-2022 15:46,41.6959821,-87.59665314,"(41.695982095, -87.596653142)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1913,19,46,3,6,1165499,1930878,2022,11-12-2022 15:46,41.96592539,-87.66687471,"(41.965925388, -87.66687471)"
THEFT,OVER $500,STREET,FALSE,FALSE,824,8,15,63,6,1161991,1868005,2022,11-12-2022 15:46,41.79347052,-87.6815286,"(41.793470521, -87.681528603)"
THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,835,8,18,70,6,1158144,1848014,2022,11-12-2022 15:46,41.73869139,-87.69617833,"(41.738691386, -87.696178334)"
THEFT,OVER $500,ALLEY,FALSE,FALSE,1424,14,1,24,6,1164498,1909161,2022,11-12-2022 15:46,41.90635405,-87.67117192,"(41.906354049, -87.671171923)"
THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1011,10,24,29,6,1149617,1892762,2022,11-12-2022 15:46,41.86165561,-87.726262,"(41.861655606, -87.726262003)"
THEFT,OVER $500,STREET,FALSE,FALSE,211,2,4,35,6,1180360,1883173,2022,11-12-2022 15:46,41.83469081,-87.61370565,"(41.834690813, -87.613705645)"
THEFT,OVER $500,SIDEWALK,FALSE,FALSE,913,9,11,60,6,1170126,1886830,2022,11-12-2022 15:46,41.84495508,-87.6511502,"(41.844955082, -87.6511502)"
THEFT,OVER $500,STREET,FALSE,FALSE,1733,17,33,16,6,1155718,1924802,2022,11-12-2022 15:46,41.9494556,-87.70300194,"(41.949455604, -87.703001937)"
THEFT,OVER $500,STREET,FALSE,FALSE,1713,17,33,14,6,1154816,1932690,2022,11-12-2022 15:46,41.97111893,-87.70610534,"(41.971118926, -87.706105337)"
THEFT,OVER $500,STREET,FALSE,FALSE,232,2,20,40,6,1178137,1866990,2022,11-12-2022 15:46,41.79033408,-87.62235363,"(41.790334078, -87.622353626)"
THEFT,OVER $500,STREET,FALSE,FALSE,2424,24,49,1,6,1161568,1948777,2022,11-12-2022 15:46,42.01512386,-87.68082678,"(42.01512386, -87.680826782)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1031,10,22,30,6,1150834,1884932,2022,11-12-2022 15:46,41.84014542,-87.7219992,"(41.84014542, -87.721999197)"
THEFT,OVER $500,APARTMENT,FALSE,FALSE,1532,15,28,25,6,1144001,1901209,2022,11-12-2022 15:46,41.88494235,-87.74666565,"(41.884942349, -87.746665654)"
