Primary Type,Beat
CRIMINAL DAMAGE,1922
OTHER OFFENSE,1014
BATTERY,324
CRIMINAL TRESPASS,1932
BATTERY,411
ROBBERY,914
ROBBERY,723
ROBBERY,824
BATTERY,2411
MOTOR VEHICLE THEFT,313
MOTOR VEHICLE THEFT,132
BURGLARY,831
THEFT,111
MOTOR VEHICLE THEFT,413
MOTOR VEHICLE THEFT,1113
MOTOR VEHICLE THEFT,1511
THEFT,911
BATTERY,433
THEFT,433
CRIMINAL DAMAGE,622
BURGLARY,223
MOTOR VEHICLE THEFT,1011
CRIMINAL DAMAGE,1431
ASSAULT,2422
MOTOR VEHICLE THEFT,414
ASSAULT,232
BATTERY,2234
CRIMINAL DAMAGE,1431
THEFT,1112
DECEPTIVE PRACTICE,932
OTHER OFFENSE,1134
THEFT,2223
DECEPTIVE PRACTICE,1612
ASSAULT,1523
ASSAULT,1232
THEFT,1231
BATTERY,1632
THEFT,1531
MOTOR VEHICLE THEFT,1733
BATTERY,321
CRIMINAL DAMAGE,735
BATTERY,522
MOTOR VEHICLE THEFT,1733
BURGLARY,322
DECEPTIVE PRACTICE,1621
DECEPTIVE PRACTICE,1624
NARCOTICS,122
SEX OFFENSE,2521
ASSAULT,1014
CRIMINAL DAMAGE,1223
DECEPTIVE PRACTICE,414
THEFT,1232
OTHER OFFENSE,925
THEFT,1232
CRIMINAL TRESPASS,933
CRIMINAL DAMAGE,921
THEFT,1612
THEFT,1824
MOTOR VEHICLE THEFT,321
STALKING,414
BURGLARY,512
WEAPONS VIOLATION,2222
ASSAULT,2024
OFFENSE INVOLVING CHILDREN,1634
OFFENSE INVOLVING CHILDREN,1133
BATTERY,1113
THEFT,1824
BURGLARY,824
MOTOR VEHICLE THEFT,1112
BATTERY,411
THEFT,212
CRIMINAL DAMAGE,1133
MOTOR VEHICLE THEFT,1925
ROBBERY,624
WEAPONS VIOLATION,723
ASSAULT,1732
ROBBERY,332
LIQUOR LAW VIOLATION,423
CRIMINAL DAMAGE,332
BATTERY,1021
ASSAULT,1523
BATTERY,1113
BATTERY,324
ASSAULT,2432
THEFT,222
INTERFERENCE WITH PUBLIC OFFICER,131
BURGLARY,1121
BATTERY,613
BATTERY,631
BATTERY,114
PROSTITUTION,815
BURGLARY,1022
BATTERY,531
THEFT,1923
BATTERY,1932
OTHER OFFENSE,613
MOTOR VEHICLE THEFT,2221
BATTERY,531
BURGLARY,2431
THEFT,1431
PROSTITUTION,815
OTHER OFFENSE,912
PROSTITUTION,815
MOTOR VEHICLE THEFT,1122
MOTOR VEHICLE THEFT,2234
OTHER OFFENSE,915
BATTERY,631
OTHER OFFENSE,1834
WEAPONS VIOLATION,1222
OTHER OFFENSE,234
CRIMINAL DAMAGE,1624
OTHER OFFENSE,1834
ROBBERY,122
BATTERY,223
THEFT,1821
CRIMINAL DAMAGE,511
THEFT,1221
THEFT,1912
THEFT,131
BATTERY,824
BATTERY,1225
THEFT,634
ROBBERY,1422
CRIMINAL SEXUAL ASSAULT,1732
THEFT,1023
CRIMINAL DAMAGE,733
ASSAULT,1622
BATTERY,2512
PROSTITUTION,815
MOTOR VEHICLE THEFT,1422
MOTOR VEHICLE THEFT,1234
CRIMINAL DAMAGE,211
OTHER OFFENSE,422
PROSTITUTION,814
THEFT,2424
BURGLARY,2221
BATTERY,1221
THEFT,631
DECEPTIVE PRACTICE,1232
PROSTITUTION,815
THEFT,1214
ARSON,2221
BATTERY,623
THEFT,333
OTHER OFFENSE,121
THEFT,512
DECEPTIVE PRACTICE,1834
CRIMINAL TRESPASS,2011
CRIMINAL DAMAGE,2223
MOTOR VEHICLE THEFT,1811
THEFT,1823
BURGLARY,322
THEFT,815
ASSAULT,614
ASSAULT,2212
OTHER OFFENSE,611
CRIMINAL DAMAGE,714
BATTERY,1933
THEFT,1214
BATTERY,1632
CRIMINAL DAMAGE,421
MOTOR VEHICLE THEFT,524
CRIMINAL DAMAGE,624
THEFT,531
THEFT,2223
THEFT,1234
THEFT,133
OTHER OFFENSE,1622
MOTOR VEHICLE THEFT,114
THEFT,1031
MOTOR VEHICLE THEFT,1711
THEFT,1914
THEFT,1613
THEFT,1824
BATTERY,834
THEFT,2431
ASSAULT,321
CRIMINAL TRESPASS,823
THEFT,1613
THEFT,2413
CRIMINAL TRESPASS,1834
CRIMINAL DAMAGE,1233
BATTERY,2234
CRIMINAL TRESPASS,2211
CRIMINAL SEXUAL ASSAULT,2031
THEFT,1831
ASSAULT,513
BATTERY,624
CRIMINAL TRESPASS,1033
BATTERY,725
WEAPONS VIOLATION,1113
THEFT,214
THEFT,1713
THEFT,513
CRIMINAL DAMAGE,2521
CRIMINAL DAMAGE,821
DECEPTIVE PRACTICE,1935
MOTOR VEHICLE THEFT,1733
DECEPTIVE PRACTICE,1833
DECEPTIVE PRACTICE,1622
BATTERY,1022
DECEPTIVE PRACTICE,1722
THEFT,1722
BURGLARY,1233
DECEPTIVE PRACTICE,1532
CRIMINAL TRESPASS,834
DECEPTIVE PRACTICE,1833
BATTERY,914
MOTOR VEHICLE THEFT,1131
BATTERY,111
BATTERY,1021
ROBBERY,831
THEFT,1122
OTHER OFFENSE,812
BATTERY,1723
DECEPTIVE PRACTICE,1532
MOTOR VEHICLE THEFT,122
THEFT,1821
THEFT,1532
OTHER OFFENSE,2523
THEFT,1111
THEFT,1814
ASSAULT,2433
ASSAULT,2533
THEFT,234
ASSAULT,611
ROBBERY,715
ROBBERY,825
ASSAULT,725
CRIMINAL DAMAGE,2422
THEFT,2514
BATTERY,223
THEFT,131
ASSAULT,1611
THEFT,222
MOTOR VEHICLE THEFT,1114
THEFT,2524
OTHER OFFENSE,923
OTHER OFFENSE,211
THEFT,331
CRIMINAL DAMAGE,734
OTHER OFFENSE,423
MOTOR VEHICLE THEFT,1733
BATTERY,1123
THEFT,821
BATTERY,1722
THEFT,1122
OTHER OFFENSE,214
DECEPTIVE PRACTICE,1931
ASSAULT,2534
THEFT,1922
WEAPONS VIOLATION,835
OTHER OFFENSE,333
THEFT,1712
BATTERY,2412
ROBBERY,1411
THEFT,322
THEFT,1612
MOTOR VEHICLE THEFT,1924
OTHER OFFENSE,835
DECEPTIVE PRACTICE,931
THEFT,1832
DECEPTIVE PRACTICE,833
BURGLARY,421
OTHER OFFENSE,931
THEFT,2213
ASSAULT,2521
CRIMINAL DAMAGE,1423
THEFT,1712
THEFT,1912
ASSAULT,2221
PUBLIC PEACE VIOLATION,614
ASSAULT,2521
BURGLARY,2411
BATTERY,331
ASSAULT,1632
BATTERY,932
THEFT,1831
CRIMINAL SEXUAL ASSAULT,323
WEAPONS VIOLATION,532
THEFT,911
CRIMINAL DAMAGE,334
CRIMINAL DAMAGE,522
WEAPONS VIOLATION,621
BATTERY,922
LIQUOR LAW VIOLATION,211
ASSAULT,712
THEFT,1923
THEFT,831
THEFT,1821
WEAPONS VIOLATION,424
THEFT,1532
CRIMINAL DAMAGE,1123
CRIMINAL DAMAGE,1925
BURGLARY,223
THEFT,133
THEFT,122
MOTOR VEHICLE THEFT,324
BATTERY,123
THEFT,2234
BATTERY,2221
THEFT,1214
BATTERY,434
SEX OFFENSE,1034
ASSAULT,1414
ASSAULT,2515
THEFT,1431
DECEPTIVE PRACTICE,1724
ASSAULT,333
WEAPONS VIOLATION,2525
THEFT,112
THEFT,122
MOTOR VEHICLE THEFT,2532
BATTERY,1624
THEFT,1931
ASSAULT,2413
ROBBERY,1925
OTHER OFFENSE,1225
DECEPTIVE PRACTICE,1723
THEFT,1021
MOTOR VEHICLE THEFT,1111
MOTOR VEHICLE THEFT,1132
BATTERY,832
MOTOR VEHICLE THEFT,2413
OTHER OFFENSE,133
THEFT,314
THEFT,1624
CRIMINAL DAMAGE,1115
THEFT,1932
CRIMINAL DAMAGE,334
BATTERY,235
WEAPONS VIOLATION,722
THEFT,1132
THEFT,1433
DECEPTIVE PRACTICE,2422
CRIMINAL TRESPASS,131
THEFT,922
CRIMINAL DAMAGE,733
OTHER OFFENSE,834
ASSAULT,1911
BATTERY,222
MOTOR VEHICLE THEFT,211
BATTERY,113
BURGLARY,1123
DECEPTIVE PRACTICE,1811
WEAPONS VIOLATION,1022
BATTERY,2233
OBSCENITY,814
THEFT,621
ASSAULT,811
CRIMINAL DAMAGE,1223
THEFT,122
THEFT,614
MOTOR VEHICLE THEFT,2234
CRIMINAL DAMAGE,1533
BATTERY,533
ROBBERY,333
BATTERY,131
THEFT,1834
THEFT,331
WEAPONS VIOLATION,1134
OTHER OFFENSE,414
OTHER OFFENSE,2522
THEFT,2232
THEFT,2423
THEFT,2533
BURGLARY,133
CRIMINAL DAMAGE,2024
THEFT,312
THEFT,2212
CRIMINAL DAMAGE,623
DECEPTIVE PRACTICE,814
MOTOR VEHICLE THEFT,1214
MOTOR VEHICLE THEFT,2232
ROBBERY,624
THEFT,1914
BATTERY,423
BATTERY,1412
ROBBERY,2221
MOTOR VEHICLE THEFT,1524
DECEPTIVE PRACTICE,421
ASSAULT,1614
BATTERY,612
THEFT,1134
OTHER OFFENSE,412
ASSAULT,531
BATTERY,1124
CRIMINAL DAMAGE,2533
ROBBERY,1532
ASSAULT,1614
CRIMINAL DAMAGE,423
ASSAULT,1223
MOTOR VEHICLE THEFT,1824
MOTOR VEHICLE THEFT,324
OFFENSE INVOLVING CHILDREN,834
MOTOR VEHICLE THEFT,621
DECEPTIVE PRACTICE,1832
THEFT,1411
THEFT,323
BATTERY,1723
THEFT,1723
STALKING,913
DECEPTIVE PRACTICE,2011
MOTOR VEHICLE THEFT,2223
DECEPTIVE PRACTICE,2511
BATTERY,1733
BATTERY,2532
ASSAULT,132
MOTOR VEHICLE THEFT,424
ASSAULT,823
THEFT,1232
WEAPONS VIOLATION,1531
ASSAULT,733
BATTERY,1231
OTHER OFFENSE,621
THEFT,1531
THEFT,1834
THEFT,1925
THEFT,122
MOTOR VEHICLE THEFT,1225
MOTOR VEHICLE THEFT,2515
CRIMINAL TRESPASS,414
BATTERY,123
ASSAULT,1424
BATTERY,211
BATTERY,1133
THEFT,2431
CRIMINAL DAMAGE,1513
CRIMINAL DAMAGE,1215
CRIMINAL DAMAGE,1522
MOTOR VEHICLE THEFT,2222
MOTOR VEHICLE THEFT,421
MOTOR VEHICLE THEFT,1424
LIQUOR LAW VIOLATION,423
MOTOR VEHICLE THEFT,332
DECEPTIVE PRACTICE,2521
MOTOR VEHICLE THEFT,235
THEFT,532
DECEPTIVE PRACTICE,922
OFFENSE INVOLVING CHILDREN,632
THEFT,835
ASSAULT,324
THEFT,1211
CRIMINAL TRESPASS,1623
BATTERY,1214
BATTERY,1012
ASSAULT,1235
THEFT,1822
ASSAULT,223
OTHER OFFENSE,834
MOTOR VEHICLE THEFT,522
ARSON,2234
THEFT,1214
BATTERY,235
ASSAULT,612
DECEPTIVE PRACTICE,122
MOTOR VEHICLE THEFT,332
THEFT,1214
DECEPTIVE PRACTICE,2412
CRIMINAL DAMAGE,233
ROBBERY,1532
THEFT,1232
THEFT,1651
ROBBERY,1022
ASSAULT,835
THEFT,1921
ASSAULT,2533
BATTERY,2024
ASSAULT,732
CRIMINAL DAMAGE,1513
WEAPONS VIOLATION,1034
THEFT,131
DECEPTIVE PRACTICE,1533
MOTOR VEHICLE THEFT,423
THEFT,2413
OTHER OFFENSE,832
MOTOR VEHICLE THEFT,623
CRIMINAL DAMAGE,812
THEFT,1624
THEFT,1923
THEFT,1914
THEFT,131
THEFT,1831
MOTOR VEHICLE THEFT,414
THEFT,834
BATTERY,311
CRIMINAL DAMAGE,2422
BATTERY,511
OTHER OFFENSE,223
CRIMINAL DAMAGE,1513
ASSAULT,622
THEFT,1931
OTHER OFFENSE,824
CRIMINAL DAMAGE,824
THEFT,2512
THEFT,1212
MOTOR VEHICLE THEFT,1523
BATTERY,1022
ASSAULT,1123
OTHER OFFENSE,1923
THEFT,1913
CRIMINAL DAMAGE,621
THEFT,1632
THEFT,1214
THEFT,122
MOTOR VEHICLE THEFT,1113
DECEPTIVE PRACTICE,1834
THEFT,2223
DECEPTIVE PRACTICE,2211
BATTERY,413
CRIMINAL DAMAGE,1232
MOTOR VEHICLE THEFT,1935
ASSAULT,221
THEFT,122
CRIMINAL DAMAGE,1123
CRIMINAL DAMAGE,612
THEFT,1832
BATTERY,725
CRIMINAL SEXUAL ASSAULT,1213
THEFT,232
INTERFERENCE WITH PUBLIC OFFICER,1831
ASSAULT,834
ROBBERY,1925
CRIMINAL DAMAGE,914
NARCOTICS,1132
OTHER OFFENSE,213
DECEPTIVE PRACTICE,122
THEFT,622
BATTERY,733
THEFT,1214
BATTERY,421
BATTERY,1724
THEFT,1433
DECEPTIVE PRACTICE,1814
STALKING,811
BATTERY,2012
NARCOTICS,1531
BATTERY,331
MOTOR VEHICLE THEFT,1132
MOTOR VEHICLE THEFT,523
THEFT,132
MOTOR VEHICLE THEFT,2514
MOTOR VEHICLE THEFT,2222
THEFT,2523
THEFT,1111
CRIMINAL DAMAGE,825
ROBBERY,412
THEFT,1911
BATTERY,712
ASSAULT,622
THEFT,1824
CRIMINAL DAMAGE,123
CRIMINAL DAMAGE,1133
BURGLARY,321
THEFT,1214
WEAPONS VIOLATION,533
THEFT,912
OTHER OFFENSE,212
MOTOR VEHICLE THEFT,2515
CRIMINAL DAMAGE,1432
CRIMINAL DAMAGE,411
THEFT,1733
CRIMINAL DAMAGE,1722
ASSAULT,1011
MOTOR VEHICLE THEFT,123
MOTOR VEHICLE THEFT,2525
NARCOTICS,1731
NARCOTICS,1112
THEFT,1934
MOTOR VEHICLE THEFT,2532
THEFT,1934
ASSAULT,2514
WEAPONS VIOLATION,1021
ROBBERY,2213
WEAPONS VIOLATION,614
WEAPONS VIOLATION,414
WEAPONS VIOLATION,931
ASSAULT,433
WEAPONS VIOLATION,1222
ASSAULT,2011
MOTOR VEHICLE THEFT,1113
THEFT,614
NARCOTICS,735
CRIMINAL DAMAGE,414
THEFT,2413
THEFT,1211
BATTERY,1014
MOTOR VEHICLE THEFT,324
THEFT,522
THEFT,1634
THEFT,1723
THEFT,1023
THEFT,1011
NARCOTICS,1831
THEFT,1925
THEFT,522
MOTOR VEHICLE THEFT,1915
OTHER OFFENSE,2534
INTIMIDATION,2212
CRIMINAL DAMAGE,2531
CRIMINAL DAMAGE,1014
THEFT,1913
ASSAULT,1831
BATTERY,131
ASSAULT,2515
BATTERY,132
BATTERY,314
MOTOR VEHICLE THEFT,413
ROBBERY,122
CRIMINAL DAMAGE,421
THEFT,233
BATTERY,323
CRIMINAL DAMAGE,1934
WEAPONS VIOLATION,912
CRIMINAL DAMAGE,1931
BATTERY,1224
CRIMINAL DAMAGE,726
OTHER OFFENSE,1624
WEAPONS VIOLATION,1733
MOTOR VEHICLE THEFT,412
THEFT,1832
CRIMINAL DAMAGE,1511
WEAPONS VIOLATION,312
BURGLARY,1934
ASSAULT,423
THEFT,1522
THEFT,2412
MOTOR VEHICLE THEFT,1531
BATTERY,2532
CRIMINAL SEXUAL ASSAULT,624
THEFT,2532
THEFT,2413
ASSAULT,933
OTHER OFFENSE,921
DECEPTIVE PRACTICE,2423
WEAPONS VIOLATION,321
ROBBERY,1935
MOTOR VEHICLE THEFT,1024
ROBBERY,1433
CRIMINAL DAMAGE,1834
BATTERY,1931
THEFT,632
THEFT,1915
CRIMINAL DAMAGE,1523
HOMICIDE,235
HOMICIDE,211
ROBBERY,1124
CRIMINAL DAMAGE,2531
BATTERY,925
HOMICIDE,1834
THEFT,1711
CRIMINAL DAMAGE,733
CRIMINAL DAMAGE,1511
MOTOR VEHICLE THEFT,1123
THEFT,1723
ASSAULT,323
THEFT,1623
ASSAULT,1124
WEAPONS VIOLATION,933
WEAPONS VIOLATION,1623
ROBBERY,831
BATTERY,222
BATTERY,915
CRIMINAL DAMAGE,2525
BATTERY,2532
BATTERY,815
WEAPONS VIOLATION,713
ROBBERY,1224
WEAPONS VIOLATION,2515
MOTOR VEHICLE THEFT,1925
ROBBERY,1215
BATTERY,834
ROBBERY,1823
CRIMINAL DAMAGE,612
ROBBERY,1434
THEFT,411
BATTERY,222
BATTERY,324
ROBBERY,423
MOTOR VEHICLE THEFT,1823
THEFT,1624
BURGLARY,832
CRIMINAL DAMAGE,414
BATTERY,1831
THEFT,2512
MOTOR VEHICLE THEFT,1131
THEFT,1723
CRIMINAL DAMAGE,712
CRIMINAL DAMAGE,2213
BURGLARY,2524
THEFT,1934
OFFENSE INVOLVING CHILDREN,2011
THEFT,1121
THEFT,122
BATTERY,612
CRIMINAL DAMAGE,532
CRIMINAL DAMAGE,1433
MOTOR VEHICLE THEFT,1633
CRIMINAL DAMAGE,522
MOTOR VEHICLE THEFT,1633
OBSCENITY,915
BATTERY,1222
BATTERY,132
ROBBERY,523
OTHER OFFENSE,1031
OTHER OFFENSE,723
BATTERY,333
BURGLARY,511
ASSAULT,214
ASSAULT,921
PROSTITUTION,814
CRIMINAL DAMAGE,2013
CRIMINAL DAMAGE,633
CRIMINAL DAMAGE,2012
CRIMINAL DAMAGE,1934
BATTERY,221
THEFT,2024
THEFT,2431
BURGLARY,722
BURGLARY,323
OTHER OFFENSE,724
OTHER OFFENSE,632
BURGLARY,2212
DECEPTIVE PRACTICE,122
THEFT,1224
ASSAULT,1523
CRIMINAL DAMAGE,933
ASSAULT,1021
MOTOR VEHICLE THEFT,513
THEFT,1212
CRIMINAL TRESPASS,1915
THEFT,1013
THEFT,111
MOTOR VEHICLE THEFT,1411
CRIMINAL DAMAGE,1533
THEFT,1524
BATTERY,424
DECEPTIVE PRACTICE,1631
THEFT,1823
BATTERY,214
CRIMINAL DAMAGE,811
ASSAULT,322
BATTERY,612
BATTERY,1131
THEFT,2412
CRIMINAL DAMAGE,2024
BATTERY,1623
MOTOR VEHICLE THEFT,1114
ROBBERY,1214
THEFT,1834
CRIMINAL DAMAGE,333
MOTOR VEHICLE THEFT,1123
MOTOR VEHICLE THEFT,1231
MOTOR VEHICLE THEFT,1524
BURGLARY,2521
CRIMINAL DAMAGE,722
MOTOR VEHICLE THEFT,1832
CRIMINAL DAMAGE,1622
CRIMINAL DAMAGE,432
SEX OFFENSE,533
MOTOR VEHICLE THEFT,2514
PROSTITUTION,815
BATTERY,1221
WEAPONS VIOLATION,832
PROSTITUTION,815
BATTERY,222
ARSON,1133
PROSTITUTION,814
BATTERY,1834
THEFT,1232
ASSAULT,431
MOTOR VEHICLE THEFT,725
ROBBERY,322
THEFT,1834
THEFT,1522
MOTOR VEHICLE THEFT,2521
PROSTITUTION,814
BATTERY,1121
OTHER OFFENSE,624
ROBBERY,1221
PROSTITUTION,814
MOTOR VEHICLE THEFT,511
CRIMINAL SEXUAL ASSAULT,634
ROBBERY,211
ASSAULT,422
ASSAULT,621
ROBBERY,1924
BATTERY,1723
ROBBERY,1211
WEAPONS VIOLATION,1013
CRIMINAL DAMAGE,531
BATTERY,2234
BURGLARY,2524
ROBBERY,634
THEFT,1824
BATTERY,1613
MOTOR VEHICLE THEFT,2213
DECEPTIVE PRACTICE,2413
CRIMINAL DAMAGE,723
BURGLARY,523
MOTOR VEHICLE THEFT,835
BATTERY,312
THEFT,1712
PROSTITUTION,814
ROBBERY,1412
ROBBERY,1423
CRIMINAL DAMAGE,731
ROBBERY,1212
THEFT,1531
THEFT,2413
MOTOR VEHICLE THEFT,1533
MOTOR VEHICLE THEFT,1533
MOTOR VEHICLE THEFT,1533
THEFT,1432
BURGLARY,1021
THEFT,1722
CRIMINAL DAMAGE,1524
THEFT,1912
ASSAULT,1213
CRIMINAL DAMAGE,1723
THEFT,2023
BATTERY,421
BURGLARY,713
THEFT,1832
BURGLARY,1622
CRIMINAL DAMAGE,1011
CRIMINAL DAMAGE,1125
MOTOR VEHICLE THEFT,1132
CRIMINAL DAMAGE,1513
MOTOR VEHICLE THEFT,414
THEFT,312
THEFT,712
BURGLARY,1522
BURGLARY,825
CRIMINAL DAMAGE,1424
MOTOR VEHICLE THEFT,423
MOTOR VEHICLE THEFT,414
MOTOR VEHICLE THEFT,331
MOTOR VEHICLE THEFT,832
THEFT,1834
CRIMINAL DAMAGE,223
OTHER OFFENSE,1723
THEFT,1724
THEFT,835
CRIMINAL DAMAGE,1012
MOTOR VEHICLE THEFT,123
BATTERY,2521
BATTERY,2011
CRIMINAL DAMAGE,1132
BATTERY,433
THEFT,1834
MOTOR VEHICLE THEFT,1125
BATTERY,1214
MOTOR VEHICLE THEFT,1225
THEFT,1914
THEFT,1821
THEFT,1912
ASSAULT,831
THEFT,522
ASSAULT,2521
BATTERY,1033
CRIMINAL DAMAGE,1432
THEFT,2234
OTHER OFFENSE,2533
CRIMINAL DAMAGE,1633
ASSAULT,1924
CRIMINAL DAMAGE,2411
THEFT,2012
THEFT,132
BURGLARY,422
THEFT,824
DECEPTIVE PRACTICE,1232
THEFT,511
OTHER OFFENSE,1432
OTHER OFFENSE,2511
ROBBERY,424
BATTERY,332
BATTERY,2535
BATTERY,114
BATTERY,1532
THEFT,1211
THEFT,1915
CRIMINAL DAMAGE,312
MOTOR VEHICLE THEFT,1413
BATTERY,1012
BATTERY,1723
BATTERY,1834
THEFT,421
BATTERY,1033
MOTOR VEHICLE THEFT,812
MOTOR VEHICLE THEFT,2234
THEFT,1215
THEFT,624
DECEPTIVE PRACTICE,2524
CRIMINAL DAMAGE,1912
THEFT,121
DECEPTIVE PRACTICE,2512
CRIMINAL DAMAGE,1912
DECEPTIVE PRACTICE,1614
THEFT,835
ASSAULT,212
THEFT,2512
ASSAULT,812
WEAPONS VIOLATION,2512
BATTERY,2234
OTHER OFFENSE,1925
OTHER OFFENSE,612
THEFT,412
ASSAULT,712
THEFT,1111
BATTERY,1724
DECEPTIVE PRACTICE,1121
ASSAULT,1732
CRIMINAL TRESPASS,1533
BATTERY,1623
THEFT,1913
CRIMINAL TRESPASS,523
CRIMINAL DAMAGE,1432
THEFT,1723
THEFT,1624
THEFT,634
CRIMINAL DAMAGE,1414
ASSAULT,1431
BURGLARY,522
DECEPTIVE PRACTICE,932
THEFT,2534
ASSAULT,1923
BATTERY,2022
ASSAULT,211
INTERFERENCE WITH PUBLIC OFFICER,1133
BATTERY,623
CRIMINAL DAMAGE,2012
ASSAULT,935
BATTERY,834
BATTERY,331
THEFT,122
BATTERY,414
THEFT,2422
WEAPONS VIOLATION,323
WEAPONS VIOLATION,511
MOTOR VEHICLE THEFT,2512
BATTERY,1211
OTHER OFFENSE,1933
BATTERY,1912
CRIMINAL DAMAGE,424
BATTERY,331
CRIMINAL DAMAGE,821
CRIMINAL TRESPASS,1614
THEFT,1233
THEFT,915
THEFT,925
THEFT,2532
ASSAULT,2533
ROBBERY,715
OTHER OFFENSE,1021
WEAPONS VIOLATION,323
BATTERY,1723
THEFT,111
THEFT,532
MOTOR VEHICLE THEFT,424
OTHER OFFENSE,424
THEFT,1512
CRIMINAL TRESPASS,2212
THEFT,1733
BURGLARY,1434
BATTERY,631
BATTERY,1434
MOTOR VEHICLE THEFT,2524
MOTOR VEHICLE THEFT,131
BATTERY,2511
THEFT,2413
BURGLARY,314
DECEPTIVE PRACTICE,2514
THEFT,222
BATTERY,1824
MOTOR VEHICLE THEFT,331
THEFT,624
CRIMINAL DAMAGE,1733
CRIMINAL DAMAGE,621
THEFT,2413
OTHER OFFENSE,2412
NARCOTICS,1422
ASSAULT,1814
OTHER OFFENSE,413
THEFT,925
DECEPTIVE PRACTICE,813
DECEPTIVE PRACTICE,822
DECEPTIVE PRACTICE,1834
DECEPTIVE PRACTICE,1821
OTHER OFFENSE,632
BATTERY,424
NARCOTICS,1014
INTERFERENCE WITH PUBLIC OFFICER,2234
THEFT,2023
CRIMINAL DAMAGE,734
ASSAULT,124
BURGLARY,423
THEFT,1925
CRIMINAL DAMAGE,533
ASSAULT,1212
THEFT,912
ROBBERY,624
ASSAULT,531
MOTOR VEHICLE THEFT,621
OTHER OFFENSE,212
THEFT,1213
BATTERY,2011
BATTERY,523
MOTOR VEHICLE THEFT,1633
CRIMINAL DAMAGE,1213
THEFT,1432
CRIMINAL DAMAGE,224
BATTERY,1522
OTHER OFFENSE,2211
THEFT,1922
DECEPTIVE PRACTICE,2424
DECEPTIVE PRACTICE,831
MOTOR VEHICLE THEFT,622
OTHER OFFENSE,212
THEFT,2011
NARCOTICS,735
ASSAULT,1021
ASSAULT,1912
THEFT,111
THEFT,924
BATTERY,1014
ASSAULT,234
THEFT,814
ROBBERY,2525
BATTERY,634
THEFT,1013
THEFT,2521
BATTERY,334
ASSAULT,214
CRIMINAL TRESPASS,112
DECEPTIVE PRACTICE,2211
OTHER OFFENSE,1115
THEFT,2433
BATTERY,1422
OTHER OFFENSE,1211
ASSAULT,1812
THEFT,1633
CRIMINAL DAMAGE,835
CRIMINAL DAMAGE,422
THEFT,1421
BURGLARY,424
CRIMINAL DAMAGE,1822
OTHER OFFENSE,832
NARCOTICS,1134
OTHER OFFENSE,133
BATTERY,1531
THEFT,2514
WEAPONS VIOLATION,1233
CRIMINAL DAMAGE,511
BATTERY,722
BATTERY,1532
BATTERY,533
BATTERY,2534
BATTERY,622
MOTOR VEHICLE THEFT,1135
OTHER OFFENSE,835
BATTERY,2234
CRIMINAL DAMAGE,2534
BATTERY,821
ARSON,1122
THEFT,1731
CRIMINAL DAMAGE,1414
ASSAULT,312
ASSAULT,713
THEFT,622
CRIMINAL DAMAGE,414
ASSAULT,631
MOTOR VEHICLE THEFT,122
BATTERY,1833
MOTOR VEHICLE THEFT,533
THEFT,733
OTHER OFFENSE,632
ASSAULT,834
OTHER OFFENSE,2222
BATTERY,723
BATTERY,423
BATTERY,1013
CRIMINAL DAMAGE,613
ASSAULT,2424
THEFT,1713
NARCOTICS,2012
ROBBERY,412
BATTERY,1123
BATTERY,1914
ASSAULT,2433
BATTERY,825
THEFT,1834
MOTOR VEHICLE THEFT,1531
CRIMINAL DAMAGE,513
ASSAULT,2022
BATTERY,2011
CRIMINAL DAMAGE,1022
MOTOR VEHICLE THEFT,2424
BATTERY,715
INTERFERENCE WITH PUBLIC OFFICER,212
WEAPONS VIOLATION,213
BATTERY,1212
ASSAULT,732
DECEPTIVE PRACTICE,2512
BATTERY,1123
CRIMINAL DAMAGE,524
THEFT,2212
THEFT,1624
ROBBERY,234
BATTERY,912
MOTOR VEHICLE THEFT,1231
THEFT,133
THEFT,632
CRIMINAL DAMAGE,1834
THEFT,1811
THEFT,822
ARSON,734
BATTERY,123
THEFT,131
THEFT,1232
THEFT,2533
BATTERY,412
ASSAULT,424
BATTERY,1014
OTHER OFFENSE,235
THEFT,524
ASSAULT,334
CRIMINAL DAMAGE,1811
ROBBERY,1124
WEAPONS VIOLATION,1121
ASSAULT,631
MOTOR VEHICLE THEFT,1633
THEFT,1232
MOTOR VEHICLE THEFT,623
MOTOR VEHICLE THEFT,334
THEFT,1021
CRIMINAL DAMAGE,2521
ASSAULT,1713
ASSAULT,732
WEAPONS VIOLATION,711
OTHER OFFENSE,1712
SEX OFFENSE,1133
CRIMINAL TRESPASS,114
WEAPONS VIOLATION,312
BATTERY,312
BATTERY,1111
THEFT,722
MOTOR VEHICLE THEFT,323
THEFT,2424
ASSAULT,212
CRIMINAL TRESPASS,1613
BATTERY,723
ASSAULT,223
OTHER OFFENSE,923
MOTOR VEHICLE THEFT,2522
MOTOR VEHICLE THEFT,1933
CRIMINAL DAMAGE,1724
THEFT,2514
CRIMINAL DAMAGE,411
BATTERY,725
CRIMINAL SEXUAL ASSAULT,1915
ASSAULT,432
BATTERY,726
MOTOR VEHICLE THEFT,414
THEFT,122
DECEPTIVE PRACTICE,122
CRIMINAL DAMAGE,113
BATTERY,1133
ASSAULT,1722
BATTERY,532
ASSAULT,832
OTHER OFFENSE,831
MOTOR VEHICLE THEFT,1231
CRIMINAL DAMAGE,212
MOTOR VEHICLE THEFT,2233
